pos	tag	func	message	source_line	has_trace	model	class_key	class_id	verdict
tx.go:471:23	nil-deref	(*go.etcd.io/bbolt.Tx).allocate	call to (*go.etcd.io/bbolt.TxStats).IncPageCount violates its nil-deref requirement	 tx.stats.IncPageCount(int64(count))	1	p0 = (ptr-addr #x0000000000000000), p1 = #x14a2634803847a06	nil-deref|I.I.I(I(I))	C278	FP/encoding
tx.go:472:23	nil-deref	(*go.etcd.io/bbolt.Tx).allocate	call to (*go.etcd.io/bbolt.TxStats).IncPageAlloc violates its nil-deref requirement	 tx.stats.IncPageAlloc(int64(count * tx.db.pageSize))	1	p0 = (ptr-addr #x0000000000000000), p1 = #x5150100000000001	nil-deref|I.I.I(I(I * I.I.I))	C279	FP/encoding
tx_check.go:40:5	nil-deref	(*go.etcd.io/bbolt.Tx).check	nil dereference in (*go.etcd.io/bbolt.Tx).check	 tx.db.loadFreelist()	1	p0 = ptr-nil	nil-deref|I.I.I()	C013	FP/invariant
tx_check.go:44:32	nil-deref	(*go.etcd.io/bbolt.Tx).check	nil dereference in (*go.etcd.io/bbolt.Tx).check	 all := make([]common.Pgid, tx.db.freelist.Count())	1	p0 = ptr-nil	nil-deref|I := I([]I.I, I.I.I.I())	C379	FP/requires-lifting
tx_check.go:45:5	nil-deref	(*go.etcd.io/bbolt.Tx).check	nil dereference in (*go.etcd.io/bbolt.Tx).check	 tx.db.freelist.Copyall(all)	1	p0 = ptr-nil	nil-deref|I.I.I.I(I)	C282	FP/encoding
tx_check.go:57:8	nil-deref	(*go.etcd.io/bbolt.Tx).check	nil dereference in (*go.etcd.io/bbolt.Tx).check	 if tx.meta.Freelist() != common.PgidNoFreelist {	1	p0 = ptr-nil	nil-deref|I I.I.I() != I.I {	C090b	FP/encoding
tx_check.go:57:21	nil-deref	(*go.etcd.io/bbolt.Tx).check	call to (*go.etcd.io/bbolt/internal/common.Meta).Freelist violates its nil-deref requirement	 if tx.meta.Freelist() != common.PgidNoFreelist {	1		nil-deref|I I.I.I() != I.I {	C090a	FP/invariant
tx_check.go:58:39	nil-deref	(*go.etcd.io/bbolt.Tx).check	nil dereference in (*go.etcd.io/bbolt.Tx).check	  for i := uint32(0); i <= tx.page(tx.meta.Freelist()).Overflow(); i++ {	1	p0 = ptr-nil	nil-deref|I I := I(N); I <= I.I(I.I.I()).I(); I++ {	C093	FP/invariant
tx_check.go:58:52	nil-deref	(*go.etcd.io/bbolt.Tx).check	call to (*go.etcd.io/bbolt/internal/common.Meta).Freelist violates its nil-deref requirement	  for i := uint32(0); i <= tx.page(tx.meta.Freelist()).Overflow(); i++ {	1		nil-deref|I I := I(N); I <= I.I(I.I.I()).I(); I++ {	C093	FP/invariant
tx_check.go:58:64	nil-deref	(*go.etcd.io/bbolt.Tx).check	call to (*go.etcd.io/bbolt/internal/common.Page).Overflow violates its nil-deref requirement	  for i := uint32(0); i <= tx.page(tx.meta.Freelist()).Overflow(); i++ {	1		nil-deref|I I := I(N); I <= I.I(I.I.I()).I(); I++ {	C093	FP/invariant
tx_check.go:59:17	nil-deref	(*go.etcd.io/bbolt.Tx).check	nil dereference in (*go.etcd.io/bbolt.Tx).check	   reachable[tx.meta.Freelist()+common.Pgid(i)] = tx.page(tx.meta.Freelist())	1	p0 = ptr-nil	nil-deref|I[I.I.I()+I.I(I)] = I.I(I.I.I())	C040	FP/invariant
tx_check.go:59:30	nil-deref	(*go.etcd.io/bbolt.Tx).check	call to (*go.etcd.io/bbolt/internal/common.Meta).Freelist violates its nil-deref requirement	   reachable[tx.meta.Freelist()+common.Pgid(i)] = tx.page(tx.meta.Freelist())	1		nil-deref|I[I.I.I()+I.I(I)] = I.I(I.I.I())	C040	FP/invariant
tx_check.go:59:62	nil-deref	(*go.etcd.io/bbolt.Tx).check	nil dereference in (*go.etcd.io/bbolt.Tx).check	   reachable[tx.meta.Freelist()+common.Pgid(i)] = tx.page(tx.meta.Freelist())	1	p0 = ptr-nil	nil-deref|I[I.I.I()+I.I(I)] = I.I(I.I.I())	C040	FP/invariant
tx_check.go:59:75	nil-deref	(*go.etcd.io/bbolt.Tx).check	call to (*go.etcd.io/bbolt/internal/common.Meta).Freelist violates its nil-deref requirement	   reachable[tx.meta.Freelist()+common.Pgid(i)] = tx.page(tx.meta.Freelist())	1		nil-deref|I[I.I.I()+I.I(I)] = I.I(I.I.I())	C040	FP/invariant
tx_check.go:66:33	nil-deref	(*go.etcd.io/bbolt.Tx).check	nil dereference in (*go.etcd.io/bbolt.Tx).check	  tx.recursivelyCheckBucket(&tx.root, reachable, freed, cfg.kvStringer, ch)	1	p0 = ptr-nil	nil-deref|I.I(&I.I, I, I, I.I, I)	C270	FP/encoding
tx_check.go:69:35	nil-deref	(*go.etcd.io/bbolt.Tx).check	nil dereference in (*go.etcd.io/bbolt.Tx).check	  for i := common.Pgid(0); i < tx.meta.Pgid(); i++ {	1	p0 = ptr-nil	nil-deref|I I := I.I(N); I < I.I.I(); I++ {	C188	FP/invariant
tx_check.go:69:44	nil-deref	(*go.etcd.io/bbolt.Tx).check	call to (*go.etcd.io/bbolt/internal/common.Meta).Pgid violates its nil-deref requirement	  for i := common.Pgid(0); i < tx.meta.Pgid(); i++ {	1		nil-deref|I I := I.I(N); I < I.I.I(); I++ {	C188	FP/invariant
tx_check.go:77:48	nil-deref	(*go.etcd.io/bbolt.Tx).check	nil dereference in (*go.etcd.io/bbolt.Tx).check	  if cfg.pageId < 2 || cfg.pageId >= uint64(tx.meta.Pgid()) {	1	p0 = ptr-nil	nil-deref|I I.I < N || I.I >= I(I.I.I()) {	C174	FP/encoding
tx_check.go:77:57	nil-deref	(*go.etcd.io/bbolt.Tx).check	call to (*go.etcd.io/bbolt/internal/common.Meta).Pgid violates its nil-deref requirement	  if cfg.pageId < 2 || cfg.pageId >= uint64(tx.meta.Pgid()) {	1		nil-deref|I I.I < N || I.I >= I(I.I.I()) {	C174	FP/encoding
tx_check.go:78:77	nil-deref	(*go.etcd.io/bbolt.Tx).check	nil dereference in (*go.etcd.io/bbolt.Tx).check	   ch <- fmt.Errorf("page ID (%d) out of range [%d, %d)", cfg.pageId, 2, tx.meta.Pgid())	1	p0 = ptr-nil	nil-deref|I <- I.I(S, I.I, N, I.I.I())	C197	FP/invariant
tx_check.go:78:86	nil-deref	(*go.etcd.io/bbolt.Tx).check	call to (*go.etcd.io/bbolt/internal/common.Meta).Pgid violates its nil-deref requirement	   ch <- fmt.Errorf("page ID (%d) out of range [%d, %d)", cfg.pageId, 2, tx.meta.Pgid())	1		nil-deref|I <- I.I(S, I.I, N, I.I.I())	C197	FP/invariant
tx_check.go:144:38	nil-deref	(*go.etcd.io/bbolt.Tx).checkInvariantProperties$1	call to (*go.etcd.io/bbolt/internal/common.Meta).Pgid violates its nil-deref requirement	  verifyPageReachable(p, tx.meta.Pgid(), stack, reachable, freed, ch)	1	p2 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I(I, I.I.I(), I, I, I, I)	C242	FP/requires-lifting
tx.go:346:8	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	 if tx.db == nil {	1	p0 = ptr-nil	nil-deref|I I.I == I {	C053b	FP/requires-lifting
tx.go:349:8	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	 if tx.writable {	1	p0 = ptr-nil	nil-deref|I I.I {	C037c	FP/encoding
tx.go:351:26	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  var freelistFreeN = tx.db.freelist.FreeCount()	1	p0 = ptr-nil	nil-deref|I I = I.I.I.I()	C092	FP/encoding
tx.go:352:29	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  var freelistPendingN = tx.db.freelist.PendingCount()	1	p0 = ptr-nil	nil-deref|I I = I.I.I.I()	C092	FP/encoding
tx.go:353:26	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  var freelistAlloc = tx.db.freelist.EstimatedWritePageSize()	1	p0 = ptr-nil	nil-deref|I I = I.I.I.I()	C092	FP/encoding
tx.go:356:6	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  tx.db.rwtx = nil	1	p0 = ptr-nil	nil-deref|I.I.I = I	C135	FP/encoding
tx.go:357:6	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  tx.db.rwlock.Unlock()	1	p0 = ptr-nil	nil-deref|I.I.I.I()	C044	FP/encoding
tx.go:360:6	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  tx.db.statlock.Lock()	1	p0 = ptr-nil	nil-deref|I.I.I.I()	C044	FP/encoding
tx.go:361:6	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  tx.db.stats.FreePageN = freelistFreeN	1	p0 = ptr-nil	nil-deref|I.I.I.I = I	C081	FP/encoding
tx.go:362:6	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  tx.db.stats.PendingPageN = freelistPendingN	1	p0 = ptr-nil	nil-deref|I.I.I.I = I	C081	FP/encoding
tx.go:363:6	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  tx.db.stats.FreeAlloc = (freelistFreeN + freelistPendingN) * tx.db.pageSize	1	p0 = ptr-nil	nil-deref|I.I.I.I = (I + I) * I.I.I	C134	FP/encoding
tx.go:363:67	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  tx.db.stats.FreeAlloc = (freelistFreeN + freelistPendingN) * tx.db.pageSize	1	p0 = ptr-nil	nil-deref|I.I.I.I = (I + I) * I.I.I	C134	FP/encoding
tx.go:364:6	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  tx.db.stats.FreelistInuse = freelistAlloc	1	p0 = ptr-nil	nil-deref|I.I.I.I = I	C081	FP/encoding
tx.go:365:6	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  tx.db.stats.TxStats.add(&tx.stats)	1	p0 = ptr-nil	nil-deref|I.I.I.I.I(&I.I)	C045	FP/encoding
tx.go:365:26	nil-deref	(*go.etcd.io/bbolt.Tx).close	call to (*go.etcd.io/bbolt.TxStats).add violates its nil-deref requirement	  tx.db.stats.TxStats.add(&tx.stats)	1		nil-deref|I.I.I.I.I(&I.I)	C045	FP/encoding
tx.go:365:26	nil-deref	(*go.etcd.io/bbolt.Tx).close	call to (*go.etcd.io/bbolt.TxStats).add violates its nil-deref requirement	  tx.db.stats.TxStats.add(&tx.stats)	1		nil-deref|I.I.I.I.I(&I.I)	C045	FP/encoding
tx.go:365:31	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  tx.db.stats.TxStats.add(&tx.stats)	1	p0 = ptr-nil	nil-deref|I.I.I.I.I(&I.I)	C045	FP/encoding
tx.go:366:6	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  tx.db.statlock.Unlock()	1	p0 = ptr-nil	nil-deref|I.I.I.I()	C044	FP/encoding
tx.go:368:6	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	  tx.db.removeTx(tx)	1	p0 = ptr-nil	nil-deref|I.I.I(I)	C007a	FP/encoding
tx.go:368:17	nil-deref	(*go.etcd.io/bbolt.Tx).close	call to (*go.etcd.io/bbolt.DB).removeTx violates its nil-deref requirement	  tx.db.removeTx(tx)	1		nil-deref|I.I.I(I)	C007a	FP/encoding
tx.go:368:17	nil-deref	(*go.etcd.io/bbolt.Tx).close	call to (*go.etcd.io/bbolt.DB).removeTx violates its nil-deref requirement	  tx.db.removeTx(tx)	1	p0 = ptr-nil	nil-deref|I.I.I(I)	C007a	FP/encoding
tx.go:372:5	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	 tx.db = nil	1	p0 = ptr-nil	nil-deref|I.I = I	C012	FP/encoding
tx.go:373:5	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	 tx.meta = nil	1	p0 = ptr-nil	nil-deref|I.I = I	C012	FP/encoding
tx.go:374:5	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	 tx.root = Bucket{tx: tx}	1	p0 = ptr-nil	nil-deref|I.I = I{I: I}	C287	FP/encoding
tx.go:375:5	nil-deref	(*go.etcd.io/bbolt.Tx).close	nil dereference in (*go.etcd.io/bbolt.Tx).close	 tx.pages = nil	1	p0 = ptr-nil	nil-deref|I.I = I	C012	FP/encoding
tx.go:288:23	overflow	(*go.etcd.io/bbolt.Tx).commitFreelist	call to (*go.etcd.io/bbolt.Tx).allocate violates its overflow requirement	 p, err := tx.allocate((tx.db.freelist.EstimatedWritePageSize() / tx.db.pageSize) + 1)	1	p0 = (ptr-addr #x0000000000000000)	overflow|I, I := I.I((I.I.I.I() / I.I.I) + N)	C225	FP/requires-lifting
tx.go:295:21	nil-deref	(*go.etcd.io/bbolt.Tx).commitFreelist	call to (*go.etcd.io/bbolt/internal/common.Meta).SetFreelist violates its nil-deref requirement	 tx.meta.SetFreelist(p.Id())	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I.I(I.I())	C130	FP/invariant
tx.go:295:26	nil-deref	(*go.etcd.io/bbolt.Tx).commitFreelist	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	 tx.meta.SetFreelist(p.Id())	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I.I.I(I.I())	C130	FP/invariant
tx.go:613:19	nil-deref	(*go.etcd.io/bbolt.Tx).forEachPageInternal	call to (*go.etcd.io/bbolt/internal/common.Page).IsBranchPage violates its nil-deref requirement	 if p.IsBranchPage() {	1	p1 = (seq-val #x0000000000000002 #x4000000000000000)	nil-deref|I I.I() {	C008a	FP/encoding
tx.go:614:30	nil-deref	(*go.etcd.io/bbolt.Tx).forEachPageInternal	call to (*go.etcd.io/bbolt/internal/common.Page).Count violates its nil-deref requirement	  for i := 0; i < int(p.Count()); i++ {	1	p1 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I I := N; I < I(I.I()); I++ {	C183b	FP/invariant
tx.go:616:54	nil-deref	(*go.etcd.io/bbolt.Tx).forEachPageInternal	call to (*go.etcd.io/bbolt/internal/common.branchPageElement).Pgid violates its nil-deref requirement	   tx.forEachPageInternal(append(pgidstack, elem.Pgid()), fn)	1	p1 = (seq-val #x0000000000000002 #x1000000000000000)	nil-deref|I.I(I(I, I.I()), I)	C254	FP/invariant
tx.go:53:16	nil-deref	(*go.etcd.io/bbolt.Tx).init	call to (*go.etcd.io/bbolt/internal/common.Meta).Copy violates its nil-deref requirement	 db.meta().Copy(tx.meta)	1	p0 = (ptr-addr #x0000000000000000), p1 = (ptr-addr #x0000000000000000)	nil-deref|I.I().I(I.I)	C125	FP/invariant
tx.go:53:16	nil-deref	(*go.etcd.io/bbolt.Tx).init	call to (*go.etcd.io/bbolt/internal/common.Meta).Copy violates its nil-deref requirement	 db.meta().Copy(tx.meta)	1	p0 = (ptr-addr #x0000000000000000), p1 = (ptr-addr #x0000000000000000)	nil-deref|I.I().I(I.I)	C125	FP/invariant
tx.go:58:42	nil-deref	(*go.etcd.io/bbolt.Tx).init	call to (*go.etcd.io/bbolt/internal/common.Meta).RootBucket violates its nil-deref requirement	 *tx.root.InBucket = *(tx.meta.RootBucket())	1	p0 = (ptr-addr #x0000000000000000), p1 = (ptr-addr #x0000000000000000)	nil-deref|*I.I.I = *(I.I.I())	C394	FP/encoding
tx.go:63:18	nil-deref	(*go.etcd.io/bbolt.Tx).init	call to (*go.etcd.io/bbolt/internal/common.Meta).IncTxid violates its nil-deref requirement	  tx.meta.IncTxid()	1	p0 = (ptr-addr #x0000000000000000), p1 = (ptr-addr #x0000000000000000)	nil-deref|I.I.I()	C013	FP/invariant
tx.go:313:8	nil-deref	(*go.etcd.io/bbolt.Tx).nonPhysicalRollback	nil dereference in (*go.etcd.io/bbolt.Tx).nonPhysicalRollback	 if tx.db == nil {	1	p0 = ptr-nil	nil-deref|I I.I == I {	C053b	FP/requires-lifting
tx.go:316:8	nil-deref	(*go.etcd.io/bbolt.Tx).nonPhysicalRollback	nil dereference in (*go.etcd.io/bbolt.Tx).nonPhysicalRollback	 if tx.writable {	1	p0 = ptr-nil	nil-deref|I I.I {	C037c	FP/encoding
tx.go:317:6	nil-deref	(*go.etcd.io/bbolt.Tx).nonPhysicalRollback	nil dereference in (*go.etcd.io/bbolt.Tx).nonPhysicalRollback	  tx.db.freelist.Rollback(tx.meta.Txid())	1	p0 = ptr-nil	nil-deref|I.I.I.I(I.I.I())	C021a	FP/encoding
tx.go:317:30	nil-deref	(*go.etcd.io/bbolt.Tx).nonPhysicalRollback	nil dereference in (*go.etcd.io/bbolt.Tx).nonPhysicalRollback	  tx.db.freelist.Rollback(tx.meta.Txid())	1	p0 = ptr-nil	nil-deref|I.I.I.I(I.I.I())	C021b	FP/invariant
tx.go:317:39	nil-deref	(*go.etcd.io/bbolt.Tx).nonPhysicalRollback	call to (*go.etcd.io/bbolt/internal/common.Meta).Txid violates its nil-deref requirement	  tx.db.freelist.Rollback(tx.meta.Txid())	1		nil-deref|I.I.I.I(I.I.I())	C021b	FP/invariant
tx.go:586:8	nil-deref	(*go.etcd.io/bbolt.Tx).page	nil dereference in (*go.etcd.io/bbolt.Tx).page	 if tx.pages != nil {	1	p0 = ptr-nil	nil-deref|I I.I != I {	C015b	mixed
tx.go:587:18	nil-deref	(*go.etcd.io/bbolt.Tx).page	nil dereference in (*go.etcd.io/bbolt.Tx).page	  if p, ok := tx.pages[id]; ok {	1	p0 = ptr-nil	nil-deref|I I, I := I.I[I]; I {	C176b	FP/encoding
tx.go:594:10	nil-deref	(*go.etcd.io/bbolt.Tx).page	nil dereference in (*go.etcd.io/bbolt.Tx).page	 p := tx.db.page(id)	1	p0 = ptr-nil	nil-deref|I := I.I.I(I)	C213	TP
tx.go:594:17	nil-deref	(*go.etcd.io/bbolt.Tx).page	call to (*go.etcd.io/bbolt.DB).page violates its nil-deref requirement	 p := tx.db.page(id)	1		nil-deref|I := I.I.I(I)	C213	TP
tx_check.go:126:15	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckBucket	call to (*go.etcd.io/bbolt/internal/common.InBucket).RootPage violates its nil-deref requirement	 if b.RootPage() == 0 {	1		nil-deref|I I.I() == N {	C022b	FP/invariant
tx_check.go:130:40	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckBucket	call to (*go.etcd.io/bbolt/internal/common.InBucket).RootPage violates its nil-deref requirement	 tx.checkInvariantProperties(b.RootPage(), reachable, freed, kvStringer, ch)	1		nil-deref|I.I(I.I(), I, I, I, I)	C116b	FP/invariant
tx_check.go:97:21	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckBucketInPage	call to (*go.etcd.io/bbolt/internal/common.Page).IsBranchPage violates its nil-deref requirement	 case p.IsBranchPage():	1		nil-deref|I I.I():	C052	FP/invariant
tx_check.go:98:38	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckBucketInPage	call to (*go.etcd.io/bbolt/internal/common.Page).BranchPageElements violates its nil-deref requirement	  for i := range p.BranchPageElements() {	1		nil-deref|I I := I I.I() {	C056	FP/invariant
tx_check.go:100:45	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckBucketInPage	call to (*go.etcd.io/bbolt/internal/common.branchPageElement).Pgid violates its nil-deref requirement	   tx.recursivelyCheckBucketInPage(elem.Pgid(), reachable, freed, kvStringer, ch)	1		nil-deref|I.I(I.I(), I, I, I, I)	C116a	FP/encoding
tx_check.go:102:19	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckBucketInPage	call to (*go.etcd.io/bbolt/internal/common.Page).IsLeafPage violates its nil-deref requirement	 case p.IsLeafPage():	1		nil-deref|I I.I():	C052	FP/invariant
tx_check.go:103:36	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckBucketInPage	call to (*go.etcd.io/bbolt/internal/common.Page).LeafPageElements violates its nil-deref requirement	  for i := range p.LeafPageElements() {	1		nil-deref|I I := I I.I() {	C056	FP/invariant
tx_check.go:105:25	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckBucketInPage	call to (*go.etcd.io/bbolt/internal/common.leafPageElement).IsBucketEntry violates its nil-deref requirement	   if elem.IsBucketEntry() {	1		nil-deref|I I.I() {	C008a	FP/encoding
tx_check.go:109:45	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckBucketInPage	call to (*go.etcd.io/bbolt/internal/common.Page).IsLeafPage violates its nil-deref requirement	     rootNode:    &node{isLeaf: p.IsLeafPage()},	1		nil-deref|I: &I{I: I.I()},	C293	FP/invariant
tx_check.go:113:42	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckBucketInPage	call to (*go.etcd.io/bbolt/internal/common.leafPageElement).Key violates its nil-deref requirement	    if child := tmpBucket.Bucket(elem.Key()); child != nil {	1		nil-deref|I I := I.I(I.I()); I != I {	C357	FP/encoding
tx_check.go:119:75	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckBucketInPage	call to (*go.etcd.io/bbolt/internal/common.Page).Flags violates its nil-deref requirement	  ch <- fmt.Errorf("unexpected page type (flags: %x) for pgId:%d", p.Flags(), pageId)	1		nil-deref|I <- I.I(S, I.I(), I)	C196	FP/invariant
tx_check.go:192:21	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckPageKeyOrderInternal	call to (*go.etcd.io/bbolt/internal/common.Page).IsBranchPage violates its nil-deref requirement	 case p.IsBranchPage():	1	p2 = (seq-val #x0000000000000000 #x0000000000000000), p3 = (seq-val #x0000000000000001 #x4000000000000000), p4 = (seq-val #x8000000000000001 #x8400000000000000)	nil-deref|I I.I():	C052	FP/invariant
tx_check.go:195:38	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckPageKeyOrderInternal	call to (*go.etcd.io/bbolt/internal/common.Page).BranchPageElements violates its nil-deref requirement	  for i := range p.BranchPageElements() {	1	p2 = (seq-val #x0000000000000000 #x0000000000000000), p3 = (seq-val #x0000000000000001 #x8000000000000000), p4 = (seq-val #x0000000000000001 #x2000000000000000)	nil-deref|I I := I I.I() {	C056	FP/invariant
tx_check.go:197:28	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckPageKeyOrderInternal	call to (*go.etcd.io/bbolt/internal/common.branchPageElement).Pgid violates its nil-deref requirement	   verifyKeyOrder(elem.Pgid(), "branch", i, elem.Key(), runningMin, maxKeyOpen, ch, keyToString, pagesStack)	1	p2 = (seq-val #x0000000000000000 #x0000000000000000), p3 = (seq-val #x8000000000000001 #x9000000000000000), p4 = (seq-val #xc000000000000001 #xe000000000000000)	nil-deref|I(I.I(), S, I, I.I(), I, I, I, I, I)	C105	FP/encoding
tx_check.go:197:53	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckPageKeyOrderInternal	call to (*go.etcd.io/bbolt/internal/common.branchPageElement).Key violates its nil-deref requirement	   verifyKeyOrder(elem.Pgid(), "branch", i, elem.Key(), runningMin, maxKeyOpen, ch, keyToString, pagesStack)	1	p2 = (seq-val #x0000000000000000 #x0000000000000000), p3 = (seq-val #x8000000000000001 #x9000000000000000), p4 = (seq-val #xc000000000000001 #xe000000000000000)	nil-deref|I(I.I(), S, I, I.I(), I, I, I, I, I)	C105	FP/encoding
tx_check.go:200:35	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckPageKeyOrderInternal	call to (*go.etcd.io/bbolt/internal/common.Page).BranchPageElements violates its nil-deref requirement	   if i < len(p.BranchPageElements())-1 {	1	p2 = (seq-val #x0000000000000000 #x0000000000000000), p3 = (seq-val #x4000000000000003 #x6000000000000000), p4 = (seq-val #x0000000000000001 #x8000000000000000)	nil-deref|I I < I(I.I())-N {	C348	FP/invariant
tx_check.go:201:52	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckPageKeyOrderInternal	call to (*go.etcd.io/bbolt/internal/common.branchPageElement).Key violates its nil-deref requirement	    maxKey = p.BranchPageElement(uint16(i + 1)).Key()	1	p2 = (seq-val #x0000000000000000 #x0000000000000000), p3 = (seq-val #x0000000000000001 #x8000000000000000), p4 = (seq-val #x0000000000000001 #x8000000000000000)	nil-deref|I = I.I(I(I + N)).I()	C365	FP/requires-lifting
tx_check.go:203:71	nil-deref	(*go.etcd.io/bbolt.Tx).recursivelyCheckPageKeyOrderInternal	call to (*go.etcd.io/bbolt/internal/common.branchPageElement).Pgid violates its nil-deref requirement	   maxKeyInSubtree = tx.recursivelyCheckPageKeyOrderInternal(elem.Pgid(), elem.Key(), maxKey, pagesStack, keyToString, ch)	1	p2 = (seq-val #x0000000000000000 #x0000000000000000), p3 = (seq-val #x0000000000000003 #x8000000000000000), p4 = (seq-val #x0000000000000001 #x4000000000000000)	nil-deref|I = I.I(I.I(), I.I(), I, I, I, I)	C192	FP/requires-lifting
